code,name,category,protkcal,fatkcal,carbkcal,protfac,5fthf,5fthf_e,5mthf,5mthf_e,ala,ala_e,arg,arg_e,ash,ash_e,asp,asp_e,aved5,aved5_e,b,b_e,betn,betn_e,biot,biot_e,brastr,brastr_e,ca,ca_e,camstl,camstl_e,camt,camt_e,carta,carta_e,cartb,cartb_e,cartbcis,cartbcis_e,cartbt,cartbt_e,cartg,cartg_e,chlnp,chlnp_e,choavldf,choavldf_e,chocal,chocal_e,chocaloh,chocaloh_e,chocsm,chocsm_e,cholc,cholc_e,choln,choln_e,cholnf,cholnf_e,cholngpc,cholngpc_e,cholnpc,cholnpc_e,cholnsm,cholnsm_e,citac,citac_e,co,co_e,crypxa,crypxa_e,crypxb,crypxb_e,cu,cu_e,cys,cys_e,cyste,cyste_e,daidzn,daidzn_e,ddzein,ddzein_e,egt,egt_e,enerc,enerc_e,enercawg,enercawg_e,enercaws,enercaws_e,erg5d7dienol,erg5d7dienol_e,erg7d22dienol,erg7d22dienol_e,erg7enol,erg7enol_e,ergcal,ergcal_e,ergstr,ergstr_e,f10d0,f10d0_e,f11d0,f11d0_e,f12d0,f12d0_e,f12d1,f12d1_e,f14d0,f14d0_e,f14d1c,f14d1c_e,f14d1t,f14d1t_e,f15d0,f15d0_e,f15d1,f15d1_e,f16d0,f16d0_e,f16d1,f16d1_e,f16d1t,f16d1t_e,f17d0,f17d0_e,f17d1,f17d1_e,f17d1c,f17d1c_e,f18d0,f18d0_e,f18d1,f18d1_e,f18d1c,f18d1c_e,f18d1t,f18d1t_e,f18d2,f18d2_e,f18d2c,f18d2c_e,f18d2cla,f18d2cla_e,f18d2cn3,f18d2cn3_e,f18d2cn6,f18d2cn6_e,f18d2t,f18d2t_e,f18d3,f18d3_e,f18d3c,f18d3c_e,f18d3cn3,f18d3cn3_e,f18d3t,f18d3t_e,f18d4,f18d4_e,f20d0,f20d0_e,f20d1,f20d1_e,f20d1c,f20d1c_e,f20d1t,f20d1t_e,f20d2,f20d2_e,f20d2cn6,f20d2cn6_e,f20d3,f20d3_e,f20d3c,f20d3c_e,f20d3n6,f20d3n6_e,f20d3n9,f20d3n9_e,f20d4,f20d4_e,f20d4c,f20d4c_e,f20d5,f20d5_e,f20d5n3,f20d5n3_e,f21d0,f21d0_e,f22d0,f22d0_e,f22d1,f22d1_e,f22d1cn11,f22d1cn11_e,f22d1n9,f22d1n9_e,f22d1tn9,f22d1tn9_e,f22d2,f22d2_e,f22d3,f22d3_e,f22d4,f22d4_e,f22d5,f22d5_e,f22d5n3,f22d5n3_e,f22d6,f22d6_e,f22d6n3,f22d6n3_e,f23d0,f23d0_e,f24d0,f24d0_e,f24d1,f24d1_e,f4d0,f4d0_e,f5d0,f5d0_e,f6d0,f6d0_e,f7d0,f7d0_e,f8d0,f8d0_e,f9d0,f9d0_e,fadt,fadt_e,fams,fams_e,fapu,fapu_e,fasat,fasat_e,fat,fat_e,fatnlea,fatnlea_e,fatrans,fatrans_e,fatrnm,fatrnm_e,fatrnp,fatrnp_e,fe,fe_e,fibins,fibins_e,fibsol,fibsol_e,fibtg,fibtg_e,fibtsw,fibtsw_e,fol,fol_e,folhco10,folhco10_e,frus,frus_e,gals,gals_e,glu,glu_e,glucnb,glucnb_e,glus,glus_e,gly,gly_e,glyctn,glyctn_e,gnstein,gnstein_e,gnstin,gnstin_e,gsh,gsh_e,his,his_e,hmwdf,hmwdf_e,hyp,hyp_e,id,id_e,ile,ile_e,k,k_e,lacs,lacs_e,leu,leu_e,lmwdf,lmwdf_e,lutn,lutn_e,lycpn,lycpn_e,lycpncis,lycpncis_e,lycpnt,lycpnt_e,lys,lys_e,lzea,lzea_e,lzeac,lzeac_e,malac,malac_e,mals,mals_e,met,met_e,mg,mg_e,mk4,mk4_e,mn,mn_e,mo,mo_e,na,na_e,ni,ni_e,nia,nia_e,nt,nt_e,oxalac,oxalac_e,p,p_e,pantac,pantac_e,phe,phe_e,phyflu,phyflu_e,phystroth,phystroth_e,phytoene,phytoene_e,pro,pro_e,procnt,procnt_e,pyrac,pyrac_e,quinac,quinac_e,rafs,rafs_e,retol,retol_e,ribf,ribf_e,s,s_e,se,se_e,ser,ser_e,sitstl,sitstl_e,sitstr,sitstr_e,spgr,spgr_e,starch,starch_e,stares,stares_e,stas,stas_e,stgmd,stgmd_e,stgstr,stgstr_e,stigma7,stigma7_e,sucs,sucs_e,sugar,sugar_e,thia,thia_e,thr,thr_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphd,tocphd_e,tocphg,tocphg_e,toctra,toctra_e,toctrb,toctrb_e,toctrd,toctrd_e,toctrg,toctrg_e,trp,trp_e,tyr,tyr_e,val,val_e,vers,vers_e,vita,vita_e,vitaa,vitaa_e,vitb12,vitb12_e,vitb6a,vitb6a_e,vitc,vitc_e,vitd,vitd4,vitd4_e,vitd_e,vitda,vitda_e,vitk1,vitk1_e,vitk1d,vitk1d_e,water,water_e,zea,zea_e,zn,zn_e
2514747,"Turkey, ground, 93% lean/ 7% fat, raw","Poultry Products",4.27,9.02,3.87,6.25,,,,,,,,,0.945,0.13,,,,,,,,,,,,,0.023600000000000003,0.033299999999999996,,,,,,,,,,,,,,,,,0,0,,,,,,,0.0823,0.016200000000000003,,,,,,,,,,,,,,,,,,,0.000076,0.000022999999999999993,,,,,,,,,,,,,640152,0,661072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,3.4000000000000004,2.59,1.8299999999999998,2.26,2.55,9.59,6.85,,,0.081,0.17,,,,,0.00109,0.0003580000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.246,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0173,0.0021000000000000016,,,0.000016,0.0000049999999999999996,,,0.08020000000000001,0.02519999999999999,,,,,2.78,0.26000000000000023,,,0.162,0.026000000000000002,,,,,,,,,,,,,17.3,1.5999999999999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,5.8999999999999915,,,0.0029500000000000004,0.00094
2515373,"Nuts, brazilnuts, raw","Nut and Seed Products",3.47,8.37,4.07,5.46,,,,,,,,,3.63,0.3900000000000001,,,,,,,,,,,,,0.168,0.035,,,,,,,,,,,,,,,,,21.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00174,0.00028000000000000003,,,,,,,,,,,,,2778176,0,2598264,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.4,5.799999999999997,,,,,,,,,0.0024700000000000004,0.0005499999999999998,,,,,,,5.98,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,0.07200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35100000000000003,0.046,,,0.00126,0.00041999999999999996,,,0,0,,,,,2.75,0.1299999999999999,,,0.707,0.117,,,,,,,,,,,,,15,0.8000000000000007,,,,,,,,,,,,,0.00028,0.000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,0.8500000000000001,,,0.00382,0.00041999999999999996
2515374,"Nuts, cashew nuts, raw","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,2.6,0.2200000000000002,,,,,,,,,,,,,0.042,0.023499999999999997,,,,,,,,,,,,,,,,,36.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00222,0.0005200000000000003,,,,,,,,,,,,,2363960,0,2230072,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9,5.800000000000004,,,,,,,,,0.0059900000000000005,0.00138,,,,,,,4.1,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.638,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,0.251,0.043000000000000003,,,0.00195,0.0008699999999999999,,,0.0047599999999999995,0.0072900000000000005,,,,,3.29,0.56,,,0.532,0.10300000000000001,,,,,,,,,,,,,17.4,3,,,,,,,,,,,,,0.0000207,0.000046179999999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.81,1.3000000000000007,,,0.005070000000000001,0.0008800000000000008
2515375,"Nuts, hazelnuts or filberts, raw","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,2.21,0.33999999999999986,,,,,,,,,,,,,0.135,0.06140000000000001,,,,,,,,,,,,,,,,,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00141,0.00024,,,,,,,,,,,,,2681944,0,2518768,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.5,12.100000000000001,,,,,,,,,0.00346,0.00123,,,,,,,8.41,3.460000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,0.05,,,0.006059999999999999,0.01174,,,0,0,,,,,2.55,0.30000000000000027,,,0.321,0.049,,,,,,,,,,,,,13.5,1.5999999999999996,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,2.89,,,0.00233,0.0010600000000000002
2515376,"Peanuts, raw","Legumes and Legume Products",3.47,8.37,4.07,5.46,,,,,,,,,2.2,0.6000000000000001,,,,,,,,,,,,,0.049100000000000005,0.0184,,,,,,,,,,,,,,,,,26.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00046,0.00027200000000000005,,,,,,,,,,,,,2460192,0,2305384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3,9.799999999999997,,,,,,,,,0.0015500000000000002,0.0006300000000000001,,,,,,,8.01,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,0.077,,,0.00168,0.0011,,,0.00149,0.00525,,,,,4.25,0.6000000000000005,,,0.38,0.101,,,,,,,,,,,,,23.2,3.3000000000000007,,,,,,,,,,,,,0.0000178,0.00007339999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.82,1.5399999999999996,,,0.00278,0.0005699999999999999
2515377,"Flour, chestnut","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,2.3,0.3799999999999999,,,,,,,,,,,,,0.055799999999999995,0.018000000000000002,,,,,,,,,,,,,,,,,80.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005809999999999999,0.00014700000000000002,,,,,,,,,,,,,1610840,0,1610840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.33999999999999986,1.52,0.31999999999999984,0.689,0.09999999999999998,4.64,2.75,,,,,,,,,0.0016200000000000001,0.00038000000000000013,,,,,,,8.71,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0688,0.019100000000000002,,,0.0029,0.0029199999999999994,,,0,0,,,,,0.998,0.14000000000000012,,,0.134,0.02,,,,,,,,,,,,,5.29,0.7399999999999993,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00405,0.00795,,,,,,,,,,,7.33,4.789999999999999,,,0.0010400000000000001,0.0001569999999999999
2515378,"Nuts, macadamia nuts, raw","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,1.36,0.30000000000000004,,,,,,,,,,,,,0.052700000000000004,0.015699999999999995,,,,,,,,,,,,,,,,,24.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000446,0.00040600000000000006,,,,,,,,,,,,,2979008,0,2799096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9,10.700000000000003,,,,,,,,,0.00188,0.0003999999999999999,,,,,,,7.56,7.040000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.0326,,,0.011300000000000001,0.02076,,,0,0,,,,,1.47,0.24,,,0.20800000000000002,0.06,,,,,,,,,,,,,7.79,1.2699999999999996,,,,,,,,,,,,,0.0000326,0.00004518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,0.5800000000000001,,,0.0012,0.000452
2515379,"Nuts, pistachio nuts, raw","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,2.83,0.14000000000000012,,,,,,,,,,,,,0.117,0.1197,,,,,,,,,,,,,,,,,27.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010500000000000002,0.0001100000000000001,,,,,,,,,,,,,2502032,0,2347224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.5,,,,,,,,,0.00346,0.0007399999999999998,,,,,,,6.97,1.8899999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9470000000000001,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,0.034,,,0.0010500000000000002,0.00020799999999999996,,,0,0,,,,,3.87,0.38000000000000034,,,0.5,0.047,,,,,,,,,,,,,20.5,2.099999999999998,,,,,,,,,,,,,0.0000231,0.00010239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,1.1900000000000004,,,0.00218,0.00042999999999999994
2515380,"Seeds, pumpkin seeds (pepitas), raw","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,4.77,0.3200000000000003,,,,,,,,,,,,,0.0374,0.008600000000000002,,,,,,,,,,,,,,,,,18.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00122,0.00021999999999999998,,,,,,,,,,,,,2322120,0,2154760,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3.5,,,,,,,,,0.00836,0.00158,,,,,,,5.08,1.0299999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6910000000000001,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.043000000000000003,,,0.00412,0.0012900000000000006,,,0,0,,,,,5.64,0.5100000000000007,,,1.1500000000000001,0.07,,,,,,,,,,,,,29.9,2.700000000000003,,,,,,,,,,,,,0.0000205,0.000044200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62,1.5700000000000003,,,0.00634,0.00566
2515381,"Seeds, sunflower seed, kernel, raw","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,3.31,0.5999999999999996,,,,,,,,,,,,,0.116,0.0853,,,,,,,,,,,,,,,,,24.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00188,0.0006699999999999999,,,,,,,,,,,,,2548056,0,2389064,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,9.199999999999996,,,,,,,,,0.004370000000000001,0.0013899999999999997,,,,,,,7.22,1.8800000000000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.657,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,0.08,,,0.00263,0.00071,,,0,0,,,,,3.56,0.8599999999999999,,,0.732,0.17,,,,,,,,,,,,,18.9,4.600000000000001,,,,,,,,,,,,,0.0000178,0.00007104999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.87,1.54,,,0.00558,0.0011399999999999997
2515382,"Flour, coconut","Nut and Seed Products",3.47,8.37,4.07,5.3,,,,,,,,,4.99,1.38,,,,,,,,,,,,,0.036000000000000004,0.006899999999999999,,,,,,,,,,,,,,,,,58.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0020800000000000003,0.0005900000000000004,,,,,,,,,,,,,1832592,0,1774016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.806,0.4,0.111,0.08,14,8.860000000000001,15.3,7.499999999999998,,,,,,,,,0.00802,0.002969999999999999,,,,,,,34.2,8.600000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,0.044,,,0.00529,0.0020399999999999997,,,0.0469,0.037099999999999994,,,,,3.04,0.75,,,0.507,0.152,,,,,,,,,,,,,16.1,4.000000000000002,,,,,,,,,,,,,0.0000268,0.000029649999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,3.69,,,0.0037,0.0012900000000000006
2644281,"Beans, cannellini, dry","Legumes and Legume Products",3.47,8.37,4.07,6.25,,,,,,,,,4.14,0.4900000000000002,,,,,,,,,,,,,0.14300000000000002,0.081,,,,,,,,,,,,,,,,,59.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000742,0.00030400000000000007,,,,,,,,,,,,,1443480,0,1410008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0.6499999999999999,,,,,,,,,0.00667,0.0033100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.018000000000000002,,,0.0017800000000000001,0.0009,,,0,0,,,,,3.45,0.71,,,0.41200000000000003,0.14400000000000002,,,,,,,,,,,,,21.6,4.399999999999999,,,,,,,,,,,,,,,,,,,,,,,29.9,4.199999999999999,33,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,2.5,,,0.00272,0.0011099999999999999
2644282,"Chickpeas, (garbanzo beans, bengal gram), dry","Legumes and Legume Products",3.47,8.37,4.07,6.25,,,,,,,,,3.32,0.6099999999999999,,,,,,,,,,,,,0.111,0.0438,,,,,,,,,,,,,,,,,60.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000804,0.00030400000000000007,,,,,,,,,,,,,1602472,0,1556448,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.27,0.9899999999999993,,,,,,,,,0.00509,0.0017700000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,0.035,,,0.0035800000000000003,0.00329,,,0.00878,0.01632,,,,,3.4,0.4099999999999997,,,0.353,0.09,,,,,,,,,,,,,21.3,2.6000000000000014,,,,,,,,,,,,,,,,,,,,,,,34.1,5.900000000000002,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.77,3.380000000000001,,,0.0031200000000000004,0.0009899999999999998
2644283,"Lentils, dry","Legumes and Legume Products",3.47,8.37,4.07,6.25,,,,,,,,,2.88,0.23000000000000043,,,,,,,,,,,,,0.0618,0.009000000000000001,,,,,,,,,,,,,,,,,62.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000838,0.00012,,,,,,,,,,,,,1506240,0,1468584,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,0.25,,,,,,,,,0.0071600000000000006,0.001420000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9490000000000001,0.059000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107,0.008,,,0.00157,0.0006300000000000001,,,0,0,,,,,3.77,0.3599999999999999,,,0.374,0.045,,,,,,,,,,,,,23.6,2.299999999999997,,,,,,,,,,,,,,,,,,,,,,,37.1,4.800000000000004,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.45,1.4100000000000001,,,0.00386,0.0013
2644284,"Blackeye pea, dry","Legumes and Legume Products",3.47,8.37,4.07,6.25,,,,,,,,,3.51,0.6799999999999997,,,,,,,,,,,,,0.0714,0.0322,,,,,,,,,,,,,,,,,61.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009360000000000001,0.00031700000000000006,,,,,,,,,,,,,1481136,0,1447664,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,0.43999999999999995,,,,,,,,,0.0059299999999999995,0.00204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,0.022,,,0.0012900000000000001,0.00055,,,0.00346,0.0020800000000000003,,,,,3.4,0.6700000000000004,,,0.428,0.151,,,,,,,,,,,,,21.2,4.099999999999998,,,,,,,,,,,,,,,,,,,,,,,37.4,2.6999999999999957,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3.1400000000000006,,,0.00365,0.0008399999999999999
2644285,"Beans, black, canned, sodium added, drained and rinsed","Legumes and Legume Products",3.47,8.37,4.07,6.25,,,,,,,,,1.21,0.6599999999999999,,,,,,,,,,,,,0.0433,0.029,,,,,,,,,,,,,,,,,19.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00033600000000000004,0.00009799999999999998,,,,,,,,,,,,,493712,0,481160,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.27,0.8099999999999999,,,,,,,,,0.0016899999999999999,0.00069,,,,,6.69,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0325,0.012600000000000002,,,0.00033200000000000005,0.00028500000000000004,,,0.218,0.2266,,,,,1.11,0.15999999999999992,,,0.091,0.0336,,,,,,,,,,,,,6.91,1,,,,,,,,,,,,,,,,,,,,,,,11.8,1.8999999999999986,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.8,3.6000000000000085,,,0.00074,0.0004730000000000001
2644286,"Beans, navy, canned, sodium added, drained and rinsed","Legumes and Legume Products",3.47,8.37,4.07,6.25,,,,,,,,,1.09,0.4700000000000001,,,,,,,,,,,,,0.0639,0.0507,,,,,,,,,,,,,,,,,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00029,0.00010600000000000002,,,,,,,,,,,,,497896,0,485344,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.52,,,,,,,,,0.0016,0.00164,,,,,6.85,2.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.184,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0296,0.009900000000000003,,,0.000377,0.00026900000000000003,,,0.19,0.2475,,,,,1.05,0.16999999999999993,,,0.0867,0.040799999999999996,,,,,,,,,,,,,6.57,1.0599999999999996,,,,,,,,,,,,,,,,,,,,,,,12.1,0.8000000000000007,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2.799999999999997,,,0.000631,0.0005639999999999999
