code,name,category,protkcal,fatkcal,carbkcal,protfac,5fthf,5fthf_e,5mthf,5mthf_e,ala,ala_e,arg,arg_e,ash,ash_e,asp,asp_e,aved5,aved5_e,b,b_e,betn,betn_e,biot,biot_e,brastr,brastr_e,ca,ca_e,camstl,camstl_e,camt,camt_e,carta,carta_e,cartb,cartb_e,cartbcis,cartbcis_e,cartbt,cartbt_e,cartg,cartg_e,chlnp,chlnp_e,choavldf,choavldf_e,chocal,chocal_e,chocaloh,chocaloh_e,chocsm,chocsm_e,cholc,cholc_e,choln,choln_e,cholnf,cholnf_e,cholngpc,cholngpc_e,cholnpc,cholnpc_e,cholnsm,cholnsm_e,citac,citac_e,co,co_e,crypxa,crypxa_e,crypxb,crypxb_e,cu,cu_e,cys,cys_e,cyste,cyste_e,daidzn,daidzn_e,ddzein,ddzein_e,egt,egt_e,enerc,enerc_e,enercawg,enercawg_e,enercaws,enercaws_e,erg5d7dienol,erg5d7dienol_e,erg7d22dienol,erg7d22dienol_e,erg7enol,erg7enol_e,ergcal,ergcal_e,ergstr,ergstr_e,f10d0,f10d0_e,f11d0,f11d0_e,f12d0,f12d0_e,f12d1,f12d1_e,f14d0,f14d0_e,f14d1c,f14d1c_e,f14d1t,f14d1t_e,f15d0,f15d0_e,f15d1,f15d1_e,f16d0,f16d0_e,f16d1,f16d1_e,f16d1t,f16d1t_e,f17d0,f17d0_e,f17d1,f17d1_e,f17d1c,f17d1c_e,f18d0,f18d0_e,f18d1,f18d1_e,f18d1c,f18d1c_e,f18d1t,f18d1t_e,f18d2,f18d2_e,f18d2c,f18d2c_e,f18d2cla,f18d2cla_e,f18d2cn3,f18d2cn3_e,f18d2cn6,f18d2cn6_e,f18d2t,f18d2t_e,f18d3,f18d3_e,f18d3c,f18d3c_e,f18d3cn3,f18d3cn3_e,f18d3t,f18d3t_e,f18d4,f18d4_e,f20d0,f20d0_e,f20d1,f20d1_e,f20d1c,f20d1c_e,f20d1t,f20d1t_e,f20d2,f20d2_e,f20d2cn6,f20d2cn6_e,f20d3,f20d3_e,f20d3c,f20d3c_e,f20d3n6,f20d3n6_e,f20d3n9,f20d3n9_e,f20d4,f20d4_e,f20d4c,f20d4c_e,f20d5,f20d5_e,f20d5n3,f20d5n3_e,f21d0,f21d0_e,f22d0,f22d0_e,f22d1,f22d1_e,f22d1cn11,f22d1cn11_e,f22d1n9,f22d1n9_e,f22d1tn9,f22d1tn9_e,f22d2,f22d2_e,f22d3,f22d3_e,f22d4,f22d4_e,f22d5,f22d5_e,f22d5n3,f22d5n3_e,f22d6,f22d6_e,f22d6n3,f22d6n3_e,f23d0,f23d0_e,f24d0,f24d0_e,f24d1,f24d1_e,f4d0,f4d0_e,f5d0,f5d0_e,f6d0,f6d0_e,f7d0,f7d0_e,f8d0,f8d0_e,f9d0,f9d0_e,fadt,fadt_e,fams,fams_e,fapu,fapu_e,fasat,fasat_e,fat,fat_e,fatnlea,fatnlea_e,fatrans,fatrans_e,fatrnm,fatrnm_e,fatrnp,fatrnp_e,fe,fe_e,fibins,fibins_e,fibsol,fibsol_e,fibtg,fibtg_e,fibtsw,fibtsw_e,fol,fol_e,folhco10,folhco10_e,frus,frus_e,gals,gals_e,glu,glu_e,glucnb,glucnb_e,glus,glus_e,gly,gly_e,glyctn,glyctn_e,gnstein,gnstein_e,gnstin,gnstin_e,gsh,gsh_e,his,his_e,hmwdf,hmwdf_e,hyp,hyp_e,id,id_e,ile,ile_e,k,k_e,lacs,lacs_e,leu,leu_e,lmwdf,lmwdf_e,lutn,lutn_e,lycpn,lycpn_e,lycpncis,lycpncis_e,lycpnt,lycpnt_e,lys,lys_e,lzea,lzea_e,lzeac,lzeac_e,malac,malac_e,mals,mals_e,met,met_e,mg,mg_e,mk4,mk4_e,mn,mn_e,mo,mo_e,na,na_e,ni,ni_e,nia,nia_e,nt,nt_e,oxalac,oxalac_e,p,p_e,pantac,pantac_e,phe,phe_e,phyflu,phyflu_e,phystroth,phystroth_e,phytoene,phytoene_e,pro,pro_e,procnt,procnt_e,pyrac,pyrac_e,quinac,quinac_e,rafs,rafs_e,retol,retol_e,ribf,ribf_e,s,s_e,se,se_e,ser,ser_e,sitstl,sitstl_e,sitstr,sitstr_e,spgr,spgr_e,starch,starch_e,stares,stares_e,stas,stas_e,stgmd,stgmd_e,stgstr,stgstr_e,stigma7,stigma7_e,sucs,sucs_e,sugar,sugar_e,thia,thia_e,thr,thr_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphd,tocphd_e,tocphg,tocphg_e,toctra,toctra_e,toctrb,toctrb_e,toctrd,toctrd_e,toctrg,toctrg_e,trp,trp_e,tyr,tyr_e,val,val_e,vers,vers_e,vita,vita_e,vitaa,vitaa_e,vitb12,vitb12_e,vitb6a,vitb6a_e,vitc,vitc_e,vitd,vitd4,vitd4_e,vitd_e,vitda,vitda_e,vitk1,vitk1_e,vitk1d,vitk1d_e,water,water_e,zea,zea_e,zn,zn_e
1750343,"Apples, honeycrisp, with skin, raw","Fruits and Fruit Juices",3.36,8.37,3.6,6.25,,,,,,,,,0.086,0.19999999999999998,,,,,,,,,,,,,0.00387,0.0027300000000000002,,,,,,,,,,,,,,,,,14.7,0,,,,,14.1,0,,,,,,,,,,,,,,,,,,,,,0.000023,0.000016,,,,,,,,,,,,,251040,0,225936,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,,,,,0,0,,,,,,,1.72,0.45999999999999996,0,0,,,8.75,2.38,,,,,,,2.31,1.0400000000000003,,,,,,,,,,,,,,,,,,,,,0.098,0.0493,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0.00415,0.0013199999999999993,,,0.00004,0.000026999999999999996,,,0.00013800000000000002,0.0009620000000000001,,,0.000074,0.00003,0.016,0.013999999999999999,,,0.00785,0.0028999999999999994,,,,,,,,,,,,,0.102,0.08600000000000001,,,,,,,,,0.000074,0.00003,,,,,,,,,,,,,,,,,,,,,,,,,1.31,1.45,12.4,4.299999999999999,0.000009,0.000001000000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000033,0.000013000000000000001,,,,,,,,,,,,,85,3.6999999999999886,,,0.000018,0.000015000000000000004
1750348,"Oil, peanut","Fats and Oils",4,8.84,4,,,,,,,,,,,,,,0.016399999999999998,0.0076,,,,,,,0,0,,,0.00014000000000000001,0.0009800000000000002,0.033,0.0275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,0.023,0,0,0.017,0.094,0,0,0.04,0.047,0,0,0,0,0.011,0.002,0,0,8.26,2.41,0.075,0.027999999999999997,0,0,0.072,0.028000000000000004,0.055,0.013999999999999999,0.055,0,2.58,0.73,,,55.4,9.200000000000003,0.034,0.014000000000000002,,,19.6,0,0.021,0.02,0,0,19.6,6.399999999999999,0.139,0.21500000000000002,,,0.318,0,0.318,0.24799999999999997,0,0,0,0,1.14,0.6480000000000001,,,1.41,0.3599999999999999,0,0,0.017,0,0.017,0.013,0.001,0.002,0.001,0,0,0,0,0,0.003,0.017,0.003,0,0.001,0,0.001,0.007,0.021,0.016,2.58,1.46,0.136,0,0.003,0.002,0.133,0.05900000000000001,0,0,0.001,0.002,0.013,0.008000000000000002,0.001,0.003,0,0,0,0,0,0,0,0,0,0,1.48,0.47,0.013,0.017,0.004,0.005,0,0,0,0,0,0,0.004,0.016,0,0,,,57.1,9.400000000000006,19.9,6.5,16.2,5.5,,,93.4,0,0.172,0.21999999999999997,0.034,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035800000000000003,0.006039999999999999,0.122,0.1267,,,,,,,,,0,0,0.0178,0.010600000000000002,0.008230000000000001,0.014610000000000001,,,,,,,,,0.0152,0.012999999999999998,0.000438,0.0008520000000000001,0.000486,0.000994,0.0134,0.013640000000000001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00000426,0.0000105,0,0,,,,,,
1750349,"Oil, sunflower","Fats and Oils",4,8.84,4,,,,,,,,,,,,,,0.0114,0.01766,,,,,,,0,0,,,0.000042000000000000004,0.00029600000000000004,0.0339,0.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,0.011,0,0,0.004,0.004,0,0,0.049,0.034999999999999996,0,0,0,0,0.018,0.025,0,0,4.48,2.77,0.122,0.198,0,0,0.029,0.008000000000000004,0.039,0.032,0.039,0,2.99,1.21,,,62.9,60.199999999999996,0.035,0.054,,,20.6,0,0.029,0.05,0,0.001,20.5,58.55,0.082,0.297,,,0.163,0,0.163,0.6509999999999999,0,0,0,0.001,0.274,0.11099999999999999,,,0.256,0.221,0,0,0.005,0,0.005,0.008,0,0.001,0,0,0,0,0,0,0.002,0.003,0.002,0,0.002,0,0.002,0.014,0.013,0.013999999999999999,0.82,0.44000000000000006,0.006,0,0,0,0.006,0.005999999999999999,0,0,0.001,0.001,0.004,0.011,0.001,0.004,0,0,0,0,0,0,0,0,0,0,0.31,0.169,0.012,0.017,0.004,0.002,0,0,0,0.001,0,0,0.001,0.003,0,0,,,63.4,60.3,20.7,58.68,8.99,3.1000000000000005,,,93.2,0,0.116,0.32,0.035,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00336,0.00251,0.20500000000000002,0.132,,,,,,,,,0,0,0.0292,0.0165,0.0591,0.0179,,,,,,,,,0.0685,0.0289,0.00254,0.001,0,0,0.0009260000000000001,0.0033839999999999994,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00000692,0.0000112,0,0,,,,,,
1750350,"Oil, safflower","Fats and Oils",4,8.84,4,,,,,,,,,,,,,,0.014,0.008,,,,,,,0,0,,,0.00109,0.001192,0.035500000000000004,0.009299999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.008,0,0,0.004,0.009000000000000001,0,0,0.074,0.034999999999999996,0,0,0,0.001,0.016,0.004999999999999999,0,0,4.66,1.0300000000000002,0.092,0.081,0,0,0.028,0.005999999999999998,0.041,0.011999999999999997,0.041,0,1.96,0.44999999999999996,,,71,4.299999999999997,0.04,0.06,,,13.6,0,0.021,0.036,0,0,13.6,3.8000000000000007,0.091,0.243,,,0.15,0,0.15,0.617,0,0,0,0,0.4,0.045999999999999985,,,0.323,0.07100000000000001,0,0,0.004,0,0.004,0.002,0,0.001,0,0,0,0,0,0,0,0.002,0,0,0.001,0,0.001,0.003,0.01,0.006,0.308,0.15499999999999997,0.012,0,0,0,0.012,0.022,0,0,0.007,0.001999999999999999,0.006,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.07,0.174,0.04899999999999999,0.004,0.002,0,0,0,0.001,0,0,0.002,0.003,0,0,,,71.6,4.300000000000011,13.8,4.399999999999999,7.65,1.2199999999999998,,,93.2,0,0.129,0.305,0.041,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011800000000000001,0.008790000000000001,0.148,0.05,,,,,,,,,0,0,0.0169,0.006399999999999999,0.0508,0.022299999999999997,,,,,,,,,0.046,0.025500000000000002,0.00124,0.001547,0.0006550000000000001,0.0028549999999999995,0.00352,0.015080000000000001,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00000534,0.0000182,0,0,,,,,,
1750351,"Oil, olive, extra light","Fats and Oils",4,8.84,4,,,,,,,,,,,,,,0.0121,0.0024000000000000002,,,,,,,0,0,,,0,0,0.00534,0.00229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.007,0,0,0.002,0.003,0,0,0.015,0.005999999999999998,0,0,0,0,0.007,0.003999999999999999,0,0,12.4,4.4,1.17,1.044,0,0.001,0.069,0.048999999999999995,0.127,0.08899999999999998,0.127,0,2.68,0.8399999999999999,,,65,11.599999999999994,0.069,0.08499999999999999,,,9.74,0,0.03,0.02,0,0.001,9.71,7.65,0.049,0.049,,,0.607,0,0.607,0.09399999999999997,0,0,0,0,0.402,0.03699999999999998,,,0.301,0.13199999999999998,0,0,0.002,0,0.002,0.002,0,0,0,0,0,0,0,0,0.043,0.183,0.043,0,0.001,0,0.001,0.002,0.019,0.011999999999999999,0.12,0.022000000000000006,0.004,0,0,0,0.004,0.003,0,0,0,0.001,0.004,0.003,0,0.001,0,0,0,0,0,0,0,0,0,0,0.065,0.013999999999999992,0,0,0.004,0.003,0,0,0,0,0,0,0.003,0.002,0,0,,,66.6,10.699999999999996,10.4,7.65,15.8,3.8000000000000007,,,92.9,0,0.116,0.14,0.069,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00326,0.00133,0.128,0.057,,,,,,,,,0,0,0.00145,0.0012039999999999998,0.0224,0.015000000000000005,,,,,,,,,0.0209,0.016,0,0,0,0,0.0017800000000000001,0.002237,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000026,0.0000523,0,0,,,,,,
1999626,"Mushroom, lion's mane","Vegetables and Vegetable Products",2.62,8.37,3.48,6.25,,,,,,,,,1.08,0.97,,,0,0,,,,,0.000016899999999999997,0.000014599999999999999,,,0,0,,,0,0,,,,,,,,,,,,,7.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000177,0.000257,,,,,,,,,0.0172,0.039,,,178656.80000000002,0,146858.4,0,0.00441,0.0029599999999999995,0.000819,0.0005600000000000001,0.00252,0.00283,2.1e-8,1.4900000000000002e-7,0.0681,0.024700000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.256,0.25,,,,,,,,,0.0006879999999999999,0.000992,,,,,,,4.38,4.24,0.0000296,0.0000299,,,,,,,,,2.75,2.9,,,,,,,,,,,0.016300000000000002,0.008700000000000001,0.449,0.44,,,,,,,0.748,0.6699999999999999,0.443,0.295,,,1.33,0.98,,,,,,,,,,,1.2,1.25,,,,,,,,,0.267,0.30000000000000004,0.0117,0.00626,,,0.00017999999999999998,0.000243,,,0.00033600000000000004,0.002354,,,0.00163,0.0012399999999999998,0.4,0.33999999999999997,,,0.094,0.0701,,,0.703,0.6100000000000001,,,,,,,,,2.5,2.12,,,,,,,,,0.000363,0.00030999999999999995,,,0.00000177,0.0000034999999999999995,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.000146,0.00024,0.899,0.66,,,,,,,,,,,,,,,,,0.326,0.32000000000000006,,,1.64,1.0150000000000001,,,,,,,,,0.000066,0.00006800000000000001,,,2.1e-8,0,0,0,0.848,0,,,,,88.6,4.900000000000006,,,0.000745,0.0006690000000000001
1999627,"Mushroom, oyster","Vegetables and Vegetable Products",2.62,8.37,3.48,6.25,,,,,,,,,0.732,0.31000000000000005,,,0,0,,,,,0.0000070399999999999995,0.000011099999999999999,,,0,0,,,0,0,,,,,,,,,,,,,6.94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000106,0.000103,,,,,,,,,0.014,0.025,,,171544,0,139327.19999999998,0,0.00843,0.009010000000000002,0.00088,0.0004200000000000002,0.0013100000000000002,0.00094,4.1e-8,2.84e-7,0.0585,0.03590000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,0.10199999999999998,,,,,,,,,0.0006979999999999999,0.0007269999999999999,,,,,,,2.85,3.34,0.0000631,0.000059999999999999995,,,,,,,,,1.92,1.5999999999999999,,,,,,,,,,,0.0175,0.0132,0.574,0.48,,,,,,,0.923,0.52,0.28200000000000003,0.135,,,1.51,0.9199999999999997,,,,,,,,,,,1.33,0.88,,,,,,,,,0.356,0.19,0.013900000000000001,0.006700000000000001,,,0.00008599999999999999,0.000034000000000000007,,,0.00113,0.0024300000000000003,,,0.00575,0.003829999999999999,0.464,0.47,,,0.0862,0.07629999999999999,,,0.989,0.5800000000000001,,,,,,,,,2.9,2.9399999999999995,,,,,,,,,0.000244,0.00016,,,0.00000138,0.00000273,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.00007000000000000001,0.000039999999999999996,1.17,1.08,,,,,,,,,,,,,,,,,0.381,0.19999999999999996,,,1.65,1.25,,,,,,,,,0.00009900000000000001,0.00007099999999999998,,,4.1e-8,0,0,0,1.62,0,,,,,89.2,5.1000000000000085,,,0.000684,0.0006280000000000001
1999628,"Mushrooms, shiitake","Vegetables and Vegetable Products",2.62,8.37,3.48,6.25,,,,,,,,,0.62,0.47,,,0,0,,,,,0.00000605,0.0000068,,,0.0007660000000000001,0.002554,,,0,0,,,,,,,,,,,,,8.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00005,0.000042,,,,,,,,,0.0111,0.012,,,184514.4,0,152297.6,0,0.00361,0.0012299999999999995,0.00151,0.00166,0.00641,0.0066500000000000005,5.6e-8,3.94e-7,0.061200000000000004,0.026300000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.18000000000000002,,,,,,,,,0.000144,0.000279,,,,,,,4.17,3.54,0.0000321,0.0000352,,,,,,,,,2.92,3.1999999999999997,,,,,,,,,,,0.0128,0.013499999999999998,0.439,0.25999999999999995,,,,,,,0.786,0.355,0.243,0.202,,,1.31,0.5900000000000001,,,,,,,,,,,1.17,0.5449999999999999,,,,,,,,,0.273,0.13499999999999998,0.0141,0.010910000000000001,,,0.000173,0.000135,,,0.0009360000000000001,0.003684,,,0.0027400000000000002,0.00168,0.386,0.29999999999999993,,,0.07579999999999999,0.0698,,,0.787,0.375,,,,,,,,,2.41,1.87,,,,,,,,,0.000216,0.00012000000000000003,,,0.00000124,0.00000512,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.000001,0.000009000000000000002,0.991,0.5,,,,,,,,,,,,,,,,,0.288,0.155,,,1.64,1.1599999999999997,,,,,,,,,0.00015900000000000002,0.00009699999999999999,,,5.6e-8,0,0,0,2.25,0,,,,,88.6,10.299999999999997,,,0.000764,0.00044099999999999993
1999629,"Mushrooms, white button","Vegetables and Vegetable Products",2.62,8.37,3.48,6.25,,,,,,,,,0.829,0.135,,,0,0,,,,,0.00000907,0.0000055,,,0.0054600000000000004,0.01764,,,0,0,,,,,,,,,,,,,4.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000389,0.000523,,,,,,,,,0.00425,0.0025,,,130540.8,0,104181.59999999999,0,0.00584,0.00271,0.0015400000000000001,0.0011500000000000002,0.00163,0.0005699999999999999,2.2e-8,1.0800000000000001e-7,0.055600000000000004,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371,0.15500000000000003,,,,,,,,,0.00022700000000000002,0.00024000000000000003,,,,,,,1.72,0.21999999999999997,0.0000348,0.0000309,,,,,,,,,0.75,0.20000000000000007,,,,,,,,,,,0.0043,0.004300000000000001,0.655,0.17999999999999994,,,,,,,1.15,0.26,0.373,0.218,,,1.88,0.4099999999999999,,,,,,,,,,,1.7,0.51,,,,,,,,,0.37,0.07,0.010199999999999999,0.004880000000000001,,,0.000054,0.00003399999999999999,,,0.00644,0.00642,,,0.0038799999999999998,0.0017000000000000001,0.462,0.22999999999999993,,,0.093,0.0603,,,1.12,0.29000000000000004,,,,,,,,,2.89,1.44,,,,,,,,,0.000444,0.00006,,,0.000019999999999999998,0.000029399999999999996,,,0,0,0,0,,,,,,,,,,,0,0,0,0,,,,,0.00006500000000000001,0.00005,1.41,0.40000000000000013,,,,,,,,,,,,,,,,,0.477,0.14000000000000007,,,2.48,1.29,,,,,,,,,0.000077,0.00003499999999999999,,,2.2e-8,0,0,0,0.868,0,,,,,91.8,1.2999999999999972,,,0.0005110000000000001,0.000352
1999630,"Soy milk, unsweetened, plain, shelf stable","Legumes and Legume Products",4,9,4,6.25,,,,,0.139,0.06999999999999999,0.269,0.11000000000000001,0.635,0.35000000000000003,0.396,0.14999999999999997,,,,,,,0.0000033399999999999998,0.0000022999999999999996,,,0.101,0.14880000000000002,,,,,0,0,0,0,0,0,0,0,0,0,,,1.29,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.000108,0.000052999999999999994,,,0.058,0.04,0.0129,0.0166,0.00045700000000000005,0.00175,,,,,161084,0,161084,0,,,,,,,6.81e-7,0.0000010889999999999999,,,0,0,0,0,0,0,0,0,0.004,0.001,0,0,0,0,0.002,0.001,0,0,0.218,0.134,0.002,0,0,0,0.002,0.002,0.001,0,0.001,0,0.073,0.055,,,0.409,0.15800000000000003,0.001,0.001,,,0.988,0,0,0,0,0,0.988,0.5310000000000001,0.001,0.001,,,0.166,0,0.166,0.15800000000000003,0,0,0,0,0.006,0.003,,,0.005,0.002,0,0,0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.003999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0.416,0.16000000000000003,1.15,0.69,0.314,0.19,2.12,0.8400000000000001,1.88,0,0,0,0.001,0,0,0,0.0005420000000000001,0.00026,,,,,,,0,0,0.000019699999999999998,0.0000136,,,0,0,0,0,0.619,0.26,,,0,0,0.141,0.06,0.00136,0.00231,0.00038,0.001173,0.0188,0.0272,,,0.098,0.039999999999999994,,,0,0,0,0,0.145,0.07,0.158,0.078,0,0,0.249,0.11000000000000001,,,,,0,0,0,0,0,0,0.221,0.11999999999999997,0.000008220000000000001,0,9.66e-7,7.04e-7,,,0,0,0.046,0.019999999999999997,0.021500000000000002,0.010599999999999998,,,0.000208,0.00011300000000000002,0.000058399999999999997,0.0001974,0.0343,0.057922,,,0.000236,0.000185,0.568,0.27,,,0.0686,0.05740000000000001,,,0.175,0.07,,,,,,,0.137,0.060999999999999985,3.55,1.6900000000000004,,,,,0.067,0.046,0.0000582,0.000152841,0.00008400000000000001,0.000191,,,0.00000194,0.00000692,0.168,0.06999999999999998,,,,,,,,,,,0.434,0.25000000000000006,,,,,,,0.557,0.42999999999999994,0.557,0,0.000063,0.000047,0.128,0.05,0.000156,0.00044099999999999993,0,0,0.000874,0.000806,0.00142,0.0008699999999999999,0,0,0,0,0,0,0,0,0.046,0.019999999999999997,0.124,0.06,0.142,0.06,0.026,0.009999999999999998,,,0.0000582,0,3.93e-7,8.869999999999999e-7,0.000055,0.000044999999999999996,,,6.81e-7,,,0,27.2,0,,,,,92.4,3.299999999999997,0.000007259999999999999,0.0000056,0.000312,0.00011499999999999999
1999631,"Almond milk, unsweetened, plain, shelf stable","Beverages",4,9,4,6.25,,,,,,,,,0.487,0.485,,,,,,,,,0.00000102,6.000000000000001e-7,,,0.17300000000000001,0.28152,,,,,,,,,,,,,,,,,0.337,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.000021000000000000002,0.000017000000000000003,,,,,,,,,,,,,61086.4,0,61086.4,0,,,,,,,9.27e-7,7.429999999999998e-7,,,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0.001,0.001,0,0,0.078,0.025999999999999995,0.006,0.002,0,0,0.001,0,0.001,0.001,0.001,0,0.019,0.013000000000000001,,,0.721,0.243,0,0,,,0.276,0,0,0,0,0,0.276,0.11999999999999997,0,0.001,,,0.001,0,0.001,0,0,0,0,0,0,0,,,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.001,0,0,0,0,0,0,0,0,0,0,,,0.729,0.24,0.276,0.11999999999999997,0.104,0.03,1.22,0.5700000000000001,1.11,0,0,0,0,0,0,0,0.00029,0.000391,,,,,,,0,0,0,0,,,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,0.0308,0.0619,0,0,,,,,,,,,,,,,,,,,,,,,0,0,,,0.0067800000000000004,0.0026799999999999997,,,0.000044999999999999996,0.000049000000000000005,0,0,0.0596,0.0333,,,0.000074,0.00004000000000000001,0.089,0.039999999999999994,,,0.0298,0.10273,,,,,,,,,,,,,0.555,0.24999999999999994,,,,,0.008,0.004999999999999999,0.0000414,0.0000426,0.000033,0.000126,,,0,0,,,,,,,,,,,,,0.007,0.003,,,,,,,0,0,0,0,0,0,,,0.00332,0.00491,0,0,0,0,0.000028,0.000172,0,0,0,0,0,0,0,0,,,,,,,0,0,,,0.0000414,0,3.38e-7,8.819999999999999e-7,0,0,,,9.27e-7,,,0,37.1,0,,,,,97.4,0.5,,,0.00017199999999999998,0.000801
